sample	Round	Cage	Mouse	Day	treatment	diet	mouse_id	id	paper_id
5_14_4_10	5	14	4	10	salmonella	HFD	5_14_4	5_14_4_10	NA
5_14_5_10	5	14	5	10	salmonella	HFD	5_14_5	5_14_5_10	NA
5_1_1_11	5	1	1	11	control	chow	5_1_1	5_1_1_11	NA
5_1_2_11	5	1	2	11	control	chow	5_1_2	5_1_2_11	NA
5_1_3_11	5	1	3	11	control	chow	5_1_3	5_1_3_11	NA
5_1_4_11	5	1	4	11	control	chow	5_1_4	5_1_4_11	NA
5_1_5_11	5	1	5	11	control	chow	5_1_5	5_1_5_11	NA
5_2_1_11	5	2	1	11	salmonella	chow	5_2_1	5_2_1_11	NA
5_2_2_11	5	2	2	11	salmonella	chow	5_2_2	5_2_2_11	NA
5_2_3_11	5	2	3	11	salmonella	chow	5_2_3	5_2_3_11	NA
5_2_4_11	5	2	4	11	salmonella	chow	5_2_4	5_2_4_11	NA
5_2_5_11	5	2	5	11	salmonella	chow	5_2_5	5_2_5_11	NA
5_3_1_11	5	3	1	11	salmonella	chow	5_3_1	5_3_1_11	NA
5_3_2_11	5	3	2	11	salmonella	chow	5_3_2	5_3_2_11	NA
5_3_3_11	5	3	3	11	salmonella	chow	5_3_3	5_3_3_11	NA
5_3_4_11	5	3	4	11	salmonella	chow	5_3_4	5_3_4_11	NA
5_3_5_11	5	3	5	11	salmonella	chow	5_3_5	5_3_5_11	NA
5_4_1_11	5	4	1	11	salmonella	chow	5_4_1	5_4_1_11	NA
5_4_2_11	5	4	2	11	salmonella	chow	5_4_2	5_4_2_11	NA
5_4_3_11	5	4	3	11	salmonella	chow	5_4_3	5_4_3_11	NA
5_4_4_11	5	4	4	11	salmonella	chow	5_4_4	5_4_4_11	NA
5_4_5_11	5	4	5	11	salmonella	chow	5_4_5	5_4_5_11	NA
5_5_1_11	5	5	1	11	salmonella	chow	5_5_1	5_5_1_11	NA
5_5_2_11	5	5	2	11	salmonella	chow	5_5_2	5_5_2_11	NA
5_5_3_11	5	5	3	11	salmonella	chow	5_5_3	5_5_3_11	NA
5_5_4_11	5	5	4	11	salmonella	chow	5_5_4	5_5_4_11	NA
5_5_5_11	5	5	5	11	salmonella	chow	5_5_5	5_5_5_11	NA
5_6_1_11	5	6	1	11	salmonella	chow	5_6_1	5_6_1_11	NA
5_6_2_11	5	6	2	11	salmonella	chow	5_6_2	5_6_2_11	NA
5_6_3_11	5	6	3	11	salmonella	chow	5_6_3	5_6_3_11	NA
5_6_4_11	5	6	4	11	salmonella	chow	5_6_4	5_6_4_11	NA
5_6_5_11	5	6	5	11	salmonella	chow	5_6_5	5_6_5_11	NA
5_7_1_11	5	7	1	11	salmonella	chow	5_7_1	5_7_1_11	NA
5_7_2_11	5	7	2	11	salmonella	chow	5_7_2	5_7_2_11	NA
5_7_3_11	5	7	3	11	salmonella	chow	5_7_3	5_7_3_11	NA
5_7_4_11	5	7	4	11	salmonella	chow	5_7_4	5_7_4_11	NA
5_7_5_11	5	7	5	11	salmonella	chow	5_7_5	5_7_5_11	NA
5_8_1_11	5	8	1	11	salmonella	chow	5_8_1	5_8_1_11	NA
5_8_2_11	5	8	2	11	salmonella	chow	5_8_2	5_8_2_11	NA
5_8_3_11	5	8	3	11	salmonella	chow	5_8_3	5_8_3_11	NA
5_8_4_11	5	8	4	11	salmonella	chow	5_8_4	5_8_4_11	NA
5_8_5_11	5	8	5	11	salmonella	chow	5_8_5	5_8_5_11	NA
5_10_1_11	5	10	1	11	control	HFD	5_10_1	5_10_1_11	NA
5_10_2_11	5	10	2	11	control	HFD	5_10_2	5_10_2_11	NA
5_10_3_11	5	10	3	11	control	HFD	5_10_3	5_10_3_11	NA
5_10_4_11	5	10	4	11	control	HFD	5_10_4	5_10_4_11	NA
5_10_5_11	5	10	5	11	control	HFD	5_10_5	5_10_5_11	NA
5_11_1_11	5	11	1	11	salmonella	HFD	5_11_1	5_11_1_11	NA
5_11_2_11	5	11	2	11	salmonella	HFD	5_11_2	5_11_2_11	NA
5_11_3_11	5	11	3	11	salmonella	HFD	5_11_3	5_11_3_11	NA
5_11_4_11	5	11	4	11	salmonella	HFD	5_11_4	5_11_4_11	NA
5_11_5_11	5	11	5	11	salmonella	HFD	5_11_5	5_11_5_11	NA
5_12_1_11	5	12	1	11	salmonella	HFD	5_12_1	5_12_1_11	NA
5_12_2_11	5	12	2	11	salmonella	HFD	5_12_2	5_12_2_11	NA
5_12_3_11	5	12	3	11	salmonella	HFD	5_12_3	5_12_3_11	NA
5_12_4_11	5	12	4	11	salmonella	HFD	5_12_4	5_12_4_11	NA
5_12_5_11	5	12	5	11	salmonella	HFD	5_12_5	5_12_5_11	NA
5_13_1_11	5	13	1	11	salmonella	HFD	5_13_1	5_13_1_11	NA
5_13_2_11	5	13	2	11	salmonella	HFD	5_13_2	5_13_2_11	NA
5_13_3_11	5	13	3	11	salmonella	HFD	5_13_3	5_13_3_11	NA
5_13_4_11	5	13	4	11	salmonella	HFD	5_13_4	5_13_4_11	NA
5_13_5_11	5	13	5	11	salmonella	HFD	5_13_5	5_13_5_11	NA
5_14_1_11	5	14	1	11	salmonella	HFD	5_14_1	5_14_1_11	NA
5_14_2_11	5	14	2	11	salmonella	HFD	5_14_2	5_14_2_11	NA
5_14_3_11	5	14	3	11	salmonella	HFD	5_14_3	5_14_3_11	NA
5_14_4_11	5	14	4	11	salmonella	HFD	5_14_4	5_14_4_11	NA
5_14_5_11	5	14	5	11	salmonella	HFD	5_14_5	5_14_5_11	NA
5_1_1_12	5	1	1	12	control	chow	5_1_1	5_1_1_12	NA
5_1_2_12	5	1	2	12	control	chow	5_1_2	5_1_2_12	NA
5_1_3_12	5	1	3	12	control	chow	5_1_3	5_1_3_12	NA
5_1_4_12	5	1	4	12	control	chow	5_1_4	5_1_4_12	NA
5_1_5_12	5	1	5	12	control	chow	5_1_5	5_1_5_12	NA
5_2_1_12	5	2	1	12	salmonella	chow	5_2_1	5_2_1_12	NA
5_2_2_12	5	2	2	12	salmonella	chow	5_2_2	5_2_2_12	NA
5_2_3_12	5	2	3	12	salmonella	chow	5_2_3	5_2_3_12	NA
5_2_4_12	5	2	4	12	salmonella	chow	5_2_4	5_2_4_12	NA
5_2_5_12	5	2	5	12	salmonella	chow	5_2_5	5_2_5_12	NA
5_3_1_12	5	3	1	12	salmonella	chow	5_3_1	5_3_1_12	NA
5_3_2_12	5	3	2	12	salmonella	chow	5_3_2	5_3_2_12	NA
5_3_3_12	5	3	3	12	salmonella	chow	5_3_3	5_3_3_12	NA
5_3_4_12	5	3	4	12	salmonella	chow	5_3_4	5_3_4_12	NA
5_3_5_12	5	3	5	12	salmonella	chow	5_3_5	5_3_5_12	NA
5_4_1_12	5	4	1	12	salmonella	chow	5_4_1	5_4_1_12	NA
5_4_2_12	5	4	2	12	salmonella	chow	5_4_2	5_4_2_12	NA
5_4_3_12	5	4	3	12	salmonella	chow	5_4_3	5_4_3_12	NA
5_4_4_12	5	4	4	12	salmonella	chow	5_4_4	5_4_4_12	NA
5_4_5_12	5	4	5	12	salmonella	chow	5_4_5	5_4_5_12	NA
5_5_1_12	5	5	1	12	salmonella	chow	5_5_1	5_5_1_12	NA
5_5_2_12	5	5	2	12	salmonella	chow	5_5_2	5_5_2_12	NA
5_5_3_12	5	5	3	12	salmonella	chow	5_5_3	5_5_3_12	NA
5_5_4_12	5	5	4	12	salmonella	chow	5_5_4	5_5_4_12	NA
5_5_5_12	5	5	5	12	salmonella	chow	5_5_5	5_5_5_12	NA
5_6_1_12	5	6	1	12	salmonella	chow	5_6_1	5_6_1_12	NA
5_6_2_12	5	6	2	12	salmonella	chow	5_6_2	5_6_2_12	NA
5_6_3_12	5	6	3	12	salmonella	chow	5_6_3	5_6_3_12	NA
5_6_4_12	5	6	4	12	salmonella	chow	5_6_4	5_6_4_12	NA
5_6_5_12	5	6	5	12	salmonella	chow	5_6_5	5_6_5_12	NA
5_7_1_12	5	7	1	12	salmonella	chow	5_7_1	5_7_1_12	NA
5_7_2_12	5	7	2	12	salmonella	chow	5_7_2	5_7_2_12	NA
5_7_3_12	5	7	3	12	salmonella	chow	5_7_3	5_7_3_12	NA
5_7_4_12	5	7	4	12	salmonella	chow	5_7_4	5_7_4_12	NA
5_7_5_12	5	7	5	12	salmonella	chow	5_7_5	5_7_5_12	NA
5_8_1_12	5	8	1	12	salmonella	chow	5_8_1	5_8_1_12	NA
5_8_2_12	5	8	2	12	salmonella	chow	5_8_2	5_8_2_12	NA
5_8_3_12	5	8	3	12	salmonella	chow	5_8_3	5_8_3_12	NA
5_8_4_12	5	8	4	12	salmonella	chow	5_8_4	5_8_4_12	NA
5_8_5_12	5	8	5	12	salmonella	chow	5_8_5	5_8_5_12	NA
5_10_1_12	5	10	1	12	control	HFD	5_10_1	5_10_1_12	NA
5_10_2_12	5	10	2	12	control	HFD	5_10_2	5_10_2_12	NA
5_10_3_12	5	10	3	12	control	HFD	5_10_3	5_10_3_12	NA
5_10_4_12	5	10	4	12	control	HFD	5_10_4	5_10_4_12	NA
5_10_5_12	5	10	5	12	control	HFD	5_10_5	5_10_5_12	NA
5_11_1_12	5	11	1	12	salmonella	HFD	5_11_1	5_11_1_12	NA
5_11_2_12	5	11	2	12	salmonella	HFD	5_11_2	5_11_2_12	NA
5_11_3_12	5	11	3	12	salmonella	HFD	5_11_3	5_11_3_12	NA
5_11_4_12	5	11	4	12	salmonella	HFD	5_11_4	5_11_4_12	NA
5_11_5_12	5	11	5	12	salmonella	HFD	5_11_5	5_11_5_12	NA
5_12_1_12	5	12	1	12	salmonella	HFD	5_12_1	5_12_1_12	NA
5_12_2_12	5	12	2	12	salmonella	HFD	5_12_2	5_12_2_12	NA
5_12_3_12	5	12	3	12	salmonella	HFD	5_12_3	5_12_3_12	NA
5_12_4_12	5	12	4	12	salmonella	HFD	5_12_4	5_12_4_12	NA
5_12_5_12	5	12	5	12	salmonella	HFD	5_12_5	5_12_5_12	NA
5_13_1_12	5	13	1	12	salmonella	HFD	5_13_1	5_13_1_12	NA
5_13_2_12	5	13	2	12	salmonella	HFD	5_13_2	5_13_2_12	NA
5_13_3_12	5	13	3	12	salmonella	HFD	5_13_3	5_13_3_12	NA
5_13_4_12	5	13	4	12	salmonella	HFD	5_13_4	5_13_4_12	NA
5_13_5_12	5	13	5	12	salmonella	HFD	5_13_5	5_13_5_12	NA
5_14_1_12	5	14	1	12	salmonella	HFD	5_14_1	5_14_1_12	NA
5_14_2_12	5	14	2	12	salmonella	HFD	5_14_2	5_14_2_12	NA
5_14_3_12	5	14	3	12	salmonella	HFD	5_14_3	5_14_3_12	NA
5_14_4_12	5	14	4	12	salmonella	HFD	5_14_4	5_14_4_12	NA
5_14_5_12	5	14	5	12	salmonella	HFD	5_14_5	5_14_5_12	NA
5_1_1_13	5	1	1	13	control	chow	5_1_1	5_1_1_13	NA
5_1_2_13	5	1	2	13	control	chow	5_1_2	5_1_2_13	NA
5_1_3_13	5	1	3	13	control	chow	5_1_3	5_1_3_13	NA
5_1_4_13	5	1	4	13	control	chow	5_1_4	5_1_4_13	NA
5_1_5_13	5	1	5	13	control	chow	5_1_5	5_1_5_13	NA
5_2_1_13	5	2	1	13	salmonella	chow	5_2_1	5_2_1_13	NA
5_2_2_13	5	2	2	13	salmonella	chow	5_2_2	5_2_2_13	NA
5_2_3_13	5	2	3	13	salmonella	chow	5_2_3	5_2_3_13	NA
5_2_4_13	5	2	4	13	salmonella	chow	5_2_4	5_2_4_13	NA
5_2_5_13	5	2	5	13	salmonella	chow	5_2_5	5_2_5_13	NA
5_3_1_13	5	3	1	13	salmonella	chow	5_3_1	5_3_1_13	NA
5_3_2_13	5	3	2	13	salmonella	chow	5_3_2	5_3_2_13	NA
5_3_3_13	5	3	3	13	salmonella	chow	5_3_3	5_3_3_13	NA
5_3_4_13	5	3	4	13	salmonella	chow	5_3_4	5_3_4_13	NA
5_3_5_13	5	3	5	13	salmonella	chow	5_3_5	5_3_5_13	NA
5_4_1_13	5	4	1	13	salmonella	chow	5_4_1	5_4_1_13	NA
5_4_2_13	5	4	2	13	salmonella	chow	5_4_2	5_4_2_13	NA
5_4_3_13	5	4	3	13	salmonella	chow	5_4_3	5_4_3_13	NA
5_4_4_13	5	4	4	13	salmonella	chow	5_4_4	5_4_4_13	NA
5_4_5_13	5	4	5	13	salmonella	chow	5_4_5	5_4_5_13	NA
5_5_1_13	5	5	1	13	salmonella	chow	5_5_1	5_5_1_13	NA
5_5_2_13	5	5	2	13	salmonella	chow	5_5_2	5_5_2_13	NA
5_5_3_13	5	5	3	13	salmonella	chow	5_5_3	5_5_3_13	NA
5_5_4_13	5	5	4	13	salmonella	chow	5_5_4	5_5_4_13	NA
5_5_5_13	5	5	5	13	salmonella	chow	5_5_5	5_5_5_13	NA
5_6_1_13	5	6	1	13	salmonella	chow	5_6_1	5_6_1_13	NA
5_6_2_13	5	6	2	13	salmonella	chow	5_6_2	5_6_2_13	NA
5_6_3_13	5	6	3	13	salmonella	chow	5_6_3	5_6_3_13	NA
5_6_4_13	5	6	4	13	salmonella	chow	5_6_4	5_6_4_13	NA
5_6_5_13	5	6	5	13	salmonella	chow	5_6_5	5_6_5_13	NA
5_7_1_13	5	7	1	13	salmonella	chow	5_7_1	5_7_1_13	NA
5_7_2_13	5	7	2	13	salmonella	chow	5_7_2	5_7_2_13	NA
5_7_3_13	5	7	3	13	salmonella	chow	5_7_3	5_7_3_13	NA
5_7_4_13	5	7	4	13	salmonella	chow	5_7_4	5_7_4_13	NA
5_7_5_13	5	7	5	13	salmonella	chow	5_7_5	5_7_5_13	NA
5_8_1_13	5	8	1	13	salmonella	chow	5_8_1	5_8_1_13	NA
5_8_2_13	5	8	2	13	salmonella	chow	5_8_2	5_8_2_13	NA
5_8_3_13	5	8	3	13	salmonella	chow	5_8_3	5_8_3_13	NA
5_8_4_13	5	8	4	13	salmonella	chow	5_8_4	5_8_4_13	NA
5_8_5_13	5	8	5	13	salmonella	chow	5_8_5	5_8_5_13	NA
5_10_1_13	5	10	1	13	control	HFD	5_10_1	5_10_1_13	NA
5_10_2_13	5	10	2	13	control	HFD	5_10_2	5_10_2_13	NA
5_10_3_13	5	10	3	13	control	HFD	5_10_3	5_10_3_13	NA
5_10_4_13	5	10	4	13	control	HFD	5_10_4	5_10_4_13	NA
5_10_5_13	5	10	5	13	control	HFD	5_10_5	5_10_5_13	NA
5_11_1_13	5	11	1	13	salmonella	HFD	5_11_1	5_11_1_13	NA
5_11_2_13	5	11	2	13	salmonella	HFD	5_11_2	5_11_2_13	NA
5_11_3_13	5	11	3	13	salmonella	HFD	5_11_3	5_11_3_13	NA
5_11_4_13	5	11	4	13	salmonella	HFD	5_11_4	5_11_4_13	NA
5_11_5_13	5	11	5	13	salmonella	HFD	5_11_5	5_11_5_13	NA
5_12_1_13	5	12	1	13	salmonella	HFD	5_12_1	5_12_1_13	NA
5_12_2_13	5	12	2	13	salmonella	HFD	5_12_2	5_12_2_13	NA
5_12_3_13	5	12	3	13	salmonella	HFD	5_12_3	5_12_3_13	NA
5_12_4_13	5	12	4	13	salmonella	HFD	5_12_4	5_12_4_13	NA
5_12_5_13	5	12	5	13	salmonella	HFD	5_12_5	5_12_5_13	NA
5_13_1_13	5	13	1	13	salmonella	HFD	5_13_1	5_13_1_13	NA
5_13_2_13	5	13	2	13	salmonella	HFD	5_13_2	5_13_2_13	NA
5_13_3_13	5	13	3	13	salmonella	HFD	5_13_3	5_13_3_13	NA
5_13_4_13	5	13	4	13	salmonella	HFD	5_13_4	5_13_4_13	NA
5_13_5_13	5	13	5	13	salmonella	HFD	5_13_5	5_13_5_13	NA
5_14_1_13	5	14	1	13	salmonella	HFD	5_14_1	5_14_1_13	NA
5_14_2_13	5	14	2	13	salmonella	HFD	5_14_2	5_14_2_13	NA
5_14_3_13	5	14	3	13	salmonella	HFD	5_14_3	5_14_3_13	NA
5_14_4_13	5	14	4	13	salmonella	HFD	5_14_4	5_14_4_13	NA
5_14_5_13	5	14	5	13	salmonella	HFD	5_14_5	5_14_5_13	NA
5_1_1_14	5	1	1	14	control	chow	5_1_1	5_1_1_14	NA
5_1_2_14	5	1	2	14	control	chow	5_1_2	5_1_2_14	NA
5_1_3_14	5	1	3	14	control	chow	5_1_3	5_1_3_14	NA
5_1_4_14	5	1	4	14	control	chow	5_1_4	5_1_4_14	NA
5_1_5_14	5	1	5	14	control	chow	5_1_5	5_1_5_14	NA
5_2_1_14	5	2	1	14	salmonella	chow	5_2_1	5_2_1_14	NA
5_2_2_14	5	2	2	14	salmonella	chow	5_2_2	5_2_2_14	NA
5_2_3_14	5	2	3	14	salmonella	chow	5_2_3	5_2_3_14	NA
5_2_4_14	5	2	4	14	salmonella	chow	5_2_4	5_2_4_14	NA
5_2_5_14	5	2	5	14	salmonella	chow	5_2_5	5_2_5_14	NA
5_3_1_14	5	3	1	14	salmonella	chow	5_3_1	5_3_1_14	NA
5_3_2_14	5	3	2	14	salmonella	chow	5_3_2	5_3_2_14	NA
5_3_3_14	5	3	3	14	salmonella	chow	5_3_3	5_3_3_14	NA
5_3_4_14	5	3	4	14	salmonella	chow	5_3_4	5_3_4_14	NA
5_3_5_14	5	3	5	14	salmonella	chow	5_3_5	5_3_5_14	NA
5_4_1_14	5	4	1	14	salmonella	chow	5_4_1	5_4_1_14	NA
5_4_2_14	5	4	2	14	salmonella	chow	5_4_2	5_4_2_14	NA
5_4_3_14	5	4	3	14	salmonella	chow	5_4_3	5_4_3_14	NA
5_4_4_14	5	4	4	14	salmonella	chow	5_4_4	5_4_4_14	NA
5_4_5_14	5	4	5	14	salmonella	chow	5_4_5	5_4_5_14	NA
5_5_1_14	5	5	1	14	salmonella	chow	5_5_1	5_5_1_14	NA
5_5_2_14	5	5	2	14	salmonella	chow	5_5_2	5_5_2_14	NA
5_5_3_14	5	5	3	14	salmonella	chow	5_5_3	5_5_3_14	NA
5_5_4_14	5	5	4	14	salmonella	chow	5_5_4	5_5_4_14	NA
5_5_5_14	5	5	5	14	salmonella	chow	5_5_5	5_5_5_14	NA
5_6_1_14	5	6	1	14	salmonella	chow	5_6_1	5_6_1_14	NA
5_6_2_14	5	6	2	14	salmonella	chow	5_6_2	5_6_2_14	NA
5_6_3_14	5	6	3	14	salmonella	chow	5_6_3	5_6_3_14	NA
5_6_4_14	5	6	4	14	salmonella	chow	5_6_4	5_6_4_14	NA
5_6_5_14	5	6	5	14	salmonella	chow	5_6_5	5_6_5_14	NA
5_7_1_14	5	7	1	14	salmonella	chow	5_7_1	5_7_1_14	NA
5_7_2_14	5	7	2	14	salmonella	chow	5_7_2	5_7_2_14	NA
5_7_3_14	5	7	3	14	salmonella	chow	5_7_3	5_7_3_14	NA
5_7_4_14	5	7	4	14	salmonella	chow	5_7_4	5_7_4_14	NA
5_7_5_14	5	7	5	14	salmonella	chow	5_7_5	5_7_5_14	NA
5_8_1_14	5	8	1	14	salmonella	chow	5_8_1	5_8_1_14	NA
5_8_2_14	5	8	2	14	salmonella	chow	5_8_2	5_8_2_14	NA
5_8_3_14	5	8	3	14	salmonella	chow	5_8_3	5_8_3_14	NA
5_8_4_14	5	8	4	14	salmonella	chow	5_8_4	5_8_4_14	NA
5_8_5_14	5	8	5	14	salmonella	chow	5_8_5	5_8_5_14	NA
5_10_1_14	5	10	1	14	control	HFD	5_10_1	5_10_1_14	NA
5_10_2_14	5	10	2	14	control	HFD	5_10_2	5_10_2_14	NA
5_10_3_14	5	10	3	14	control	HFD	5_10_3	5_10_3_14	NA
5_10_4_14	5	10	4	14	control	HFD	5_10_4	5_10_4_14	NA
5_10_5_14	5	10	5	14	control	HFD	5_10_5	5_10_5_14	NA
5_11_1_14	5	11	1	14	salmonella	HFD	5_11_1	5_11_1_14	NA
5_11_2_14	5	11	2	14	salmonella	HFD	5_11_2	5_11_2_14	NA
5_11_3_14	5	11	3	14	salmonella	HFD	5_11_3	5_11_3_14	NA
5_11_4_14	5	11	4	14	salmonella	HFD	5_11_4	5_11_4_14	NA
5_11_5_14	5	11	5	14	salmonella	HFD	5_11_5	5_11_5_14	NA
5_12_1_14	5	12	1	14	salmonella	HFD	5_12_1	5_12_1_14	NA
5_12_2_14	5	12	2	14	salmonella	HFD	5_12_2	5_12_2_14	NA
5_12_3_14	5	12	3	14	salmonella	HFD	5_12_3	5_12_3_14	NA
5_12_4_14	5	12	4	14	salmonella	HFD	5_12_4	5_12_4_14	NA
5_12_5_14	5	12	5	14	salmonella	HFD	5_12_5	5_12_5_14	NA
5_13_1_14	5	13	1	14	salmonella	HFD	5_13_1	5_13_1_14	NA
5_13_2_14	5	13	2	14	salmonella	HFD	5_13_2	5_13_2_14	NA
5_13_3_14	5	13	3	14	salmonella	HFD	5_13_3	5_13_3_14	NA
5_13_4_14	5	13	4	14	salmonella	HFD	5_13_4	5_13_4_14	NA
5_13_5_14	5	13	5	14	salmonella	HFD	5_13_5	5_13_5_14	NA
5_14_1_14	5	14	1	14	salmonella	HFD	5_14_1	5_14_1_14	NA
5_14_2_14	5	14	2	14	salmonella	HFD	5_14_2	5_14_2_14	NA
5_14_3_14	5	14	3	14	salmonella	HFD	5_14_3	5_14_3_14	NA
5_14_4_14	5	14	4	14	salmonella	HFD	5_14_4	5_14_4_14	NA
5_14_5_14	5	14	5	14	salmonella	HFD	5_14_5	5_14_5_14	NA
5_1_1_15	5	1	1	15	control	chow	5_1_1	5_1_1_15	NA
5_1_2_15	5	1	2	15	control	chow	5_1_2	5_1_2_15	NA
5_1_3_15	5	1	3	15	control	chow	5_1_3	5_1_3_15	NA
5_1_4_15	5	1	4	15	control	chow	5_1_4	5_1_4_15	NA
5_1_5_15	5	1	5	15	control	chow	5_1_5	5_1_5_15	NA
5_2_1_15	5	2	1	15	salmonella	chow	5_2_1	5_2_1_15	NA
5_2_2_15	5	2	2	15	salmonella	chow	5_2_2	5_2_2_15	NA
5_2_3_15	5	2	3	15	salmonella	chow	5_2_3	5_2_3_15	NA
5_2_4_15	5	2	4	15	salmonella	chow	5_2_4	5_2_4_15	NA
5_2_5_15	5	2	5	15	salmonella	chow	5_2_5	5_2_5_15	NA
5_3_1_15	5	3	1	15	salmonella	chow	5_3_1	5_3_1_15	NA
5_3_2_15	5	3	2	15	salmonella	chow	5_3_2	5_3_2_15	NA
5_3_3_15	5	3	3	15	salmonella	chow	5_3_3	5_3_3_15	NA
5_3_4_15	5	3	4	15	salmonella	chow	5_3_4	5_3_4_15	NA
5_3_5_15	5	3	5	15	salmonella	chow	5_3_5	5_3_5_15	NA
5_4_1_15	5	4	1	15	salmonella	chow	5_4_1	5_4_1_15	NA
5_4_2_15	5	4	2	15	salmonella	chow	5_4_2	5_4_2_15	NA
5_4_3_15	5	4	3	15	salmonella	chow	5_4_3	5_4_3_15	NA
5_4_4_15	5	4	4	15	salmonella	chow	5_4_4	5_4_4_15	NA
5_4_5_15	5	4	5	15	salmonella	chow	5_4_5	5_4_5_15	NA
5_5_1_15	5	5	1	15	salmonella	chow	5_5_1	5_5_1_15	NA
5_5_2_15	5	5	2	15	salmonella	chow	5_5_2	5_5_2_15	NA
5_5_3_15	5	5	3	15	salmonella	chow	5_5_3	5_5_3_15	NA
5_5_4_15	5	5	4	15	salmonella	chow	5_5_4	5_5_4_15	NA
5_5_5_15	5	5	5	15	salmonella	chow	5_5_5	5_5_5_15	NA
5_6_1_15	5	6	1	15	salmonella	chow	5_6_1	5_6_1_15	NA
5_6_2_15	5	6	2	15	salmonella	chow	5_6_2	5_6_2_15	NA
5_6_3_15	5	6	3	15	salmonella	chow	5_6_3	5_6_3_15	NA
5_6_4_15	5	6	4	15	salmonella	chow	5_6_4	5_6_4_15	NA
5_6_5_15	5	6	5	15	salmonella	chow	5_6_5	5_6_5_15	NA
5_7_1_15	5	7	1	15	salmonella	chow	5_7_1	5_7_1_15	NA
5_7_2_15	5	7	2	15	salmonella	chow	5_7_2	5_7_2_15	NA
5_7_3_15	5	7	3	15	salmonella	chow	5_7_3	5_7_3_15	NA
5_7_4_15	5	7	4	15	salmonella	chow	5_7_4	5_7_4_15	NA
5_7_5_15	5	7	5	15	salmonella	chow	5_7_5	5_7_5_15	NA
5_8_1_15	5	8	1	15	salmonella	chow	5_8_1	5_8_1_15	NA
5_8_2_15	5	8	2	15	salmonella	chow	5_8_2	5_8_2_15	NA
5_8_3_15	5	8	3	15	salmonella	chow	5_8_3	5_8_3_15	NA
5_8_4_15	5	8	4	15	salmonella	chow	5_8_4	5_8_4_15	NA
5_8_5_15	5	8	5	15	salmonella	chow	5_8_5	5_8_5_15	NA
5_10_1_15	5	10	1	15	control	HFD	5_10_1	5_10_1_15	NA
5_10_2_15	5	10	2	15	control	HFD	5_10_2	5_10_2_15	NA
5_10_3_15	5	10	3	15	control	HFD	5_10_3	5_10_3_15	NA
5_10_4_15	5	10	4	15	control	HFD	5_10_4	5_10_4_15	NA
5_10_5_15	5	10	5	15	control	HFD	5_10_5	5_10_5_15	NA
5_11_1_15	5	11	1	15	salmonella	HFD	5_11_1	5_11_1_15	NA
5_11_2_15	5	11	2	15	salmonella	HFD	5_11_2	5_11_2_15	NA
5_11_3_15	5	11	3	15	salmonella	HFD	5_11_3	5_11_3_15	NA
5_11_4_15	5	11	4	15	salmonella	HFD	5_11_4	5_11_4_15	NA
5_11_5_15	5	11	5	15	salmonella	HFD	5_11_5	5_11_5_15	NA
5_12_1_15	5	12	1	15	salmonella	HFD	5_12_1	5_12_1_15	NA
5_12_2_15	5	12	2	15	salmonella	HFD	5_12_2	5_12_2_15	NA
5_12_3_15	5	12	3	15	salmonella	HFD	5_12_3	5_12_3_15	NA
5_12_4_15	5	12	4	15	salmonella	HFD	5_12_4	5_12_4_15	NA
5_12_5_15	5	12	5	15	salmonella	HFD	5_12_5	5_12_5_15	NA
5_13_1_15	5	13	1	15	salmonella	HFD	5_13_1	5_13_1_15	NA
5_13_2_15	5	13	2	15	salmonella	HFD	5_13_2	5_13_2_15	NA
5_13_3_15	5	13	3	15	salmonella	HFD	5_13_3	5_13_3_15	NA
5_13_4_15	5	13	4	15	salmonella	HFD	5_13_4	5_13_4_15	NA
5_13_5_15	5	13	5	15	salmonella	HFD	5_13_5	5_13_5_15	NA
5_14_1_15	5	14	1	15	salmonella	HFD	5_14_1	5_14_1_15	NA
5_14_2_15	5	14	2	15	salmonella	HFD	5_14_2	5_14_2_15	NA
5_14_3_15	5	14	3	15	salmonella	HFD	5_14_3	5_14_3_15	NA
5_14_4_15	5	14	4	15	salmonella	HFD	5_14_4	5_14_4_15	NA
5_14_5_15	5	14	5	15	salmonella	HFD	5_14_5	5_14_5_15	NA
